Strategy,Future.ID,Fuel,Technology,Emission,Year,Demand,NewCapacity,AccumulatedNewCapacity,TotalCapacityAnnual,TotalTechnologyAnnualActivity,ProductionByTechnology,UseByTechnology,CapitalInvestment,DiscountedCapitalInvestment,SalvageValue,DiscountedSalvageValue,OperatingCost,DiscountedOperatingCost,AnnualVariableOperatingCost,AnnualFixedOperatingCost,TotalDiscountedCostByTechnology,TotalDiscountedCost,AnnualTechnologyEmission,AnnualTechnologyEmissionPenaltyByEmission,AnnualTechnologyEmissionsPenalty,DiscountedTechnologyEmissionsPenalty,AnnualEmissions,DistanceDriven,Fleet,NewFleet,ProducedMobility,FilterFuelType,FilterVehicleType,Capex2021,FixedOpex2021,VarOpex2021,Opex2021,Externalities2021,Capex_GDP,FixedOpex_GDP,VarOpex_GDP,Opex_GDP,Externalities_GDP
NDPMC7A2,0,E5AGRDSL,,,2018,1.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2019,1.7124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2020,1.7538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2021,1.7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2022,1.8367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2023,1.8781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2024,1.9195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2025,1.9609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2026,2.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2027,2.0437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2028,2.0851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2029,2.1265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2030,2.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDPMC7A2,0,E5AGRDSL,,,2031,2.2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
